cleaned_content,sentiment
"tidak ekspek kalau misal kali ini untuk pesan tiket di kai akses se mengecewakan ini, dilihat juga sudah banyak yang mengasih keluhan tapi tidak ada respon sama sekali! di mohon untuk diperbaiki lagi padahal saya sudah mencoba berkali kali tetap saja ada tulisan error waktu mau dibayar dan pada akhirnya tiket sudah penuh wajah merenung wajah merenung mungkin problem nya cuman saya saja tapi ini first time tidak enak banget patah hati patah hati ya mungkin juga karena periode masa lebaran, ya tapi tetap saja harus diperbaiki :(",0
"sumpah aplikasi ribet banget ,tidak bisa ganti nomor tiket , transfer tiket saja masa langsung kekirim semuanya ,ngeribetin ,banyak bug",0
"bagaimana indonesia mau maju? top up di mesin offline dua hari berturut turut. pakai aplikasi tidak bermutu ini mengetik destinasi dimana munculnya beda lokasi dan error, come on! fasilitas umum perbaiki dong, mimpi saja mau bebas macet kalau umum pelayanan saja masih kayak sampah, merdeka! wkwk",0
aplikasi ini berguna banget buat saya karena memiliki sistem pembayaran yang mudah dan aman. aplikasi ini juga memiliki fitur pencarian rute yang memudahkan pengguna menemukan jalur terbaik untuk mencapai tujuan.,1
"beli tiket dari halte kali besar, pas sampai malah bisanya dari halte kota, ya kalau begitu buat apa ada ketik dari mana dan tujuannya kemana, tidak bisa di refund pula malah jadi pakai kartu biasa bayarnya",0
jadwal tidak bisa ditemukan,0
kenapa malah banyak kendala ya.,0
aplikasi error jangan dipakai,0
"aplikasi sampah , pembayarn sudah masuk malah tidak bisa buat jalan",0
keren lah,1
terbaik ini sih,1
"aplikasi transjakarta memudahkan aktivitas saya, dan cara kerja aplikasi ini juga tidak ribet dan sangat praktis, pokoknya mantap deh",1
sementara bintang 4 karena bukan pekerja outdoor yang hobi mrt dan jauh dari klender,1
bagus,1
cukup agus sih (bagus sih),1
lebih simple,1
update terus ini aplikasi. perasaan belum lama sudah di update,0
"aplikasinya sangat bermanfaat dan tampilan ui nyaman , mudah pengaplikasiannya",1
ok banget,1
solusi menghindari kemacetan kota nyaman cepat dan ramah lansia atau disabilitas apalagi bisa ngirit biaya transportasi,1
"aplikasi nya benaran membantu banget buat melihat rute dan kapan bus akan sampai, jadi lebih nyaman naik transjakarta tanpa takut nyasar lagi karena ada aplikasi ini keren dah jempol ke atas warna kulit cerah-sedang",1
bagus,1
"aplikasinya tidak jelas masa mau ngebatalin tiket saja ribet amat orang pesan buat orang tua terus mau, dibatalkan eh ribet amat inilah itulah. tidak jelas, kecewa.",0
"baru kali ini saya kecewa sangat, keretanya delay 20 minta + baru masuk kereta malah mati lampu, mungkin belum byr lampu kali ya, saya itu byr tidak gratis, mhl pula, tidak ada tuh dari pihak kai bilang ke kita maaf/ apalah dulu, giliran kita"" telat/ketinggalan kereta saja duit hangus, kecewa saya",0
oke bos,1
ok,1
"sayang trafi tidak bisa dipakai lagi di indonesia, jadi terpaksa pakai aplikasi jelek ini",0
sudah memasuki no hp tapi kok tidak dapat kode verifikasi ya?sudah diulang berkali2,0
jos gandos,1
"kenapa harus maintance di jam2 orang sibuk sih, kan ribet jadinya.",0
"kai bobroook, sudah satu jam lebih tidak bisa dapat jadwal",0
apa apaan makin jelek saya sudah beli tiket 2× tetap saja tidak muncul tiketnya gajelas kai!,0
sangat membantu sekali,1
satu-satunya aplikasi yang gue kasih bintang satu melipat tangan warna kulit cerah tolong lebih di permudah lagi dalam mengganti rute!,0
ok,1
"semenjak update, pesan tiket kereta api tadinya 10 orang jadi 4 orang,harus pesan berkali kali,tolong kembalikan lagi kayak kemarin2 sebelum update.",0
semua jadi lebih mudah dan cepat tingkat terus pelayanan kai akses nya,1
"untuk lansia bila tidak mendapat kursi dan duduk di ruang restorasi, sebisa mungkin petugas tidak mengusirnya, paling tidak diarahkan ke gerbong mana yang bisa ditempati",1
"sistemnya buruk dan dibiarkan buruk, tolong pihat kai perbaikalah sistemnya, toloong banget",0
tepat waktu,1
server aplikasi suka errror dan lemot kecewa sekali .,0
suka banget sama aplikasi transjakarta memudahkan aku perjalanan jauh dan dekat. melayani titik pemberhentian di jalur khusus brt (busway) transjakarta wajah tersenyum dengan 3 hati,1
"isi kaipay, 1 jam baru masuk. kepotong pula. srius nih wkwkwk",0
ini aplikasinya bagus dan sangat membantu banget sih apalagi sekarang realtime juga jadinya lebih gampang kalau mau kemana mana,1
mantap,1
oke,1
buruk. apalagi pembayaran lewat kaipay tidak bisa diambil lagi dana yang sudah tersimpan,0
istimewah,1
aplikasi lemot tidak guna.tidak mau respon pas login tidak bisa digunakan. wajah marah wajah marah wajah marah,0
"kesalahan yang sering terjadi, versi yang lebih baik sebelum pembaruan, tolong perbaiki",1
selalu tepat waktu,1
tidak bisa re-login. ganti/reset password malah dibilang salah. padahal habis reset.,0
mau top up tapi metode pembayar tidak memudahkan. maaf saya undowload,0
ok,1
akses cepat dan mudah,1
bagus pelayanan nya,1
baik,1
"baru bentaran tiket habis, sebelum nya server down mulu",1
top markotop,1
sangat membantu untuk pesan layanan kereta api terima kasih,1
"makin di update, makin error, mengesalkan",0
kenapa waktu pembayaran tidak bisa tiba-tiba langsung keluar halaman sudah ketik dari awal malah jadwal tidak ditemukan padahal tanggal sudah open sudah capek begadang ngewar malah gagal,0
aplikasi keren dengan adanya aplikasi ini memudahkan saya dalam menemukan rute terdekat dan aplikasi ini sangat bermanfaat untuk pengguna basway untuk alat transportasi sehari hari,1
keren,1
bagus,1
sangat terbantu dengan adanya aplikasi ini,1
aplikasinya sangat menbantu pelanggan dan petugas lebih ditingkatkan lagi karena setiap buka aplikasi selalu meminta diupdate,1
sangat puas,1
apik,1
bagus karena mudah digunakan,1
keren,1
jadi lebih mudah untuk beli tiket kereta tidak perlu antri cuman sering error saja,1
oke,1
"lagi dibutuhin malah server down terus. sering update tapi tidak ada perubahan sama sekali, updatenya bekerja apa tidak sih",0
mantul,1
sangat membantu,1
tolong tambahkan jadwal kereta lokal untuk surabaya malang blitar di jam 7 an,1
"sering terjadi bug, tidak dapat memuat jadwal, giliran di cek di google nogol jadwalnya hadeh",0
sangat memudahkan kita yang ingin wisata,1
bagus aplikasinya,1
mudah mengoperasikannya dan user firendly,1
terimakasih. sangat memudahkan pemesanan tiket,1
sangat membantu yang tidak punya tiket fisik . efisien dan bisa digunakan lebih dari 1 orang . nice,1
sangat membantu,1
"aplikasi kai akses sangat berguna sekali untuk pemesanan tiket kereta, terima kasih kai akses",1
"aplikasi transjakarta sangat memudahkan sekali untuk mencari rute, halte terdekat, dan jadwal bus. oke banget pokoknya.",1
kebiasaan suka log oug dengan sendirinya dihilangkan lah!,0
"sangat praktis buat pengguna transjakarta! informasi rute dan jadwal bus jelas, jadi tidak perlu bingung lagi. fitur pelacakan bus juga membantu banget. semoga ke depannya makin keren dan lengkap!",1
"aplikasi keren, sangat membantu menjalani aktivitas secepat kilat",1
aplikasi bobrok. bumn tapi bikin aplikasi saja tidak bagus. jadwal sering tidak muncul . banyak terjadi ng bug.,0
nyaman dan cepat,1
"sekarang rutenya sudah banyak di ubah dan mempersulit, mending pakai transaksi yang emoney biasa daripada aplikasi ini, bang yang masih niat mau instal dan pakai, pikir2 lagi deh, baca-baca komen pelanggan lain, kecewa dengan skema rute yang baru ini",0
aplikasi gila. sudah terlanjur isi saldo eh tidak bisa buat pesan tiket. .mau buat beli pulsa malah hilang fitur pulsanya. habis update malah konyol aplikasi ini,0
bgsu,1
terimakasih transjakarta wajah memeluk,1
"kurang efisien untuk metode tiket jakarta hajatan di jis, sehaursnya di hari h, dan juga di aplikasinya selalu error",0
oke,1
ok sangat mudah dalam pembayaran tiket,1
"sudah ada aplikasi ini sangat membantu dikala lama menunggu busway , tinggal nyalain titik lokasi maka akan terintegrasi halte sedang kita tunggu untuk koridor yang dituju akan kelihatan tracking live nya 🫶",1
"mrt jakarta mantab, semoga sukses",1
fitur di aplikasi transjakarta ini sangat memudahkan bagi perantau karena sistem navigasinya luas,1
lumayan,1
masih sulit untuk pembelian tiket,1
sangat membantu,1
"kenapa sekarang2 aplikasi ini suka error, sudah sering terjadi pas aku deh bayar tapi tiket nya tidak muncul2, padahal saldo sudah berkurang, tolong diperbaiki ya, terimakasih melipat tangan",1
gangguan mulu heran,0
bagus sangat membantu,1
"yang bilang aplikasi kai ""bagus"" tuh amat sangat bohong ! lebih baik balik lagi seperti dulu beli di loket langsung dapat tiket, aplikasi buruk, aplikasi paling buruk, aplikasi amat sangat buruk, tidak relevan, meresahkan, aplikasi paling buruk !",0
aplikasi yang sangat membantu dan memudahkan bagi pengguna busway,1
susah banget login akun nya,0
bagus,1
"aplikasinya benar-benar membantu banget, fitur-fiturnya juga oke mudah dipahami. rutenya juga jelas, jos deh",1
jadi teman perjalanan yang murah sayang kereta api murah jarang dapat tiket padahal kalau naik bus harga tiketnya sebanding tiket kereta api yang mahal kadang naik bus tolong dong di perbanyak tiket arlangga bila perlu ada kereta tambahan serupa kereta murah untuk membantu orang menengah ke bawah,1
sangat membantu,1
mau login lupa password tapi gagal terus itu kenapa,1
"aplikasi buruk sekali. mau beli tiket error terus. kalau mau meluncurkan sistem beli online, harusnya sudah siap dan matang. kalau online jelek begini. mending cara offline saja.",0
aplikasi ini bagus banget buat kita yang tidak ada motor yang mau berpergian kmna saja,1
ampas. lagi butuh²nya mla tidak bisa diandelin,0
"kenapa setelah update malah tidak bisa pesan, hanya loading berputar-putar saja pria tepuk jidat",0
ok,1
bagus sangat mudah,1
"teruntuk driver jaklingko harap kalau bawa mobil jangang ugal ugalan ya jangn mentang "" grtis kalian bawa mobil seenak jidatnya",0
oke banget terimakasih melipat tangan,1
aplikasi nya harus di tingkat kan sering keluar sendiri,0
jempol ke atas,1
"aplikasi transjakarta benar benar membantu banget, fitur pelacakan bus real time sangat akurat dan informatif, jadi tidak perlu khawatir lagi menunggu di halte. antarmukanya juga mudah digunakan, pembelian tiket digitalnya cepat, dan informasi rute yang disajikan lengkap pokoknya recommended banget deh",1
aplikasi sangat membantu karena fitur maps nya yang realt time dan mudah digunakan,1
"bisa diperbaiki lagi tidak? kemarin baru update tapi kok tidak di yang berubah? malah makin susah, pakai qris qrisnya tidak bisa ada kesalahan, mau topup kartu di halte lagi tidak bisa, harus tautin ovo dulu, opsi pembayaran terbatas, pakai ovo juga ada biaya adm, dan aplikasi agak lola juga, pokoknya menghambat banget deh",0
bagus,1
kalau bisa gabung 1 aplikasi ke mrl akses dong kebanyakan aplikasi dalam 1 hp,1
aplikasi prematur. kode otp tidak masuk + tidak sinkron. buat login saja setengah mati.,0
puas,1
"server bermasalah, ya memang segala yang berbau pemerintah tidak bisa diandalkan",0
sangat membantu,1
aneh aplikasi aneh bug,0
sebagai pengguna tj sangat menguntungkan dari segi biaya dan waktu,1
mantap,1
"aplikasinya sangat buruk, email yang sudah tersambung tidak dapat dipakai untuk login padahal sudah terdaftar sebelumnya. cs nya pun sangat lambat. sebelumnya belum pernah seperti ini tolong perbaiki",0
pelayanan yang sangat baik,1
sangat membantu,1
aplikasi sangat membantu untuk mencapai tujuan,1
mulyadi hanif melipat tangan melipat tangan jempol ke atas,1
menyenangkan,1
"yakali anak 8 tahun, mau refund tiket kereta, disuruh transfer ke rekeningnya sendiri, dan tidak bisa pakai rekening orang tuanya. makin aneh saja ini aplikasi!",0
bagus wajah tersenyum dengan mata bahagia,1
"aplikasi transjakarta membantu aku banget di saat aku berkunjung ke kota jakarta, juga bisa menjelajahi kota dengan transportasi umum yang terintegrasi dan mudah digunakan. dapatkan panduan navigasi yang jelas dan mudah diikuti. mantap jiwa wajah tersenyum lebar bermata hati",1
"error, cs tidak solutif. thanks.",0
bagus,1
pt. kai terus berinovasi untuk melayani masyarakat.,1
ok,1
"seharusnya petugas yang di halte uki bisa mengatur penumpang yang menumpuk ke arah cibubur, juga disatuin dengan penumpang lain",0
aku sangat puas dengan transjakarta aplikasi! fitur-fiturnya yang lengkap dan akurat membuat aku bisa merencanakan perjalanan dengan lebih baik. pembayaran yang terintegrasi juga bikin aku tidak perlu khawatir lagi. pokoknya aplikasi yang sangat berguna,1
"aplikasi sampah setelah pembaruan malah pas masuk menu pembayaran terus2 blank.kalau ada bintang setengah sudah saya kasih bintang setengah,ini kenapa saya jadinya tidak bisa beli tiket",0
"proses transaksi mudah,entah pembatalan pun cepat",1
beli tiket mudah,1
baru mencoba2 agak lama baru berhasil tks kai,1
"terima kasih kai, sangat memudahkan sekali",1
sudah senang ² dapat tiket malah tidak bisa ke pakai maaf tidak kasih bintang 1,0
di handphone realme 3 pro (android 10) peta tidak menampak.,0
kurang akurat untuk jadwal busnya melipat tangan,0
bagus,1
segalanya menjadi mudah,1
"ini aplikasi kalau lagi dibutuhin loading nya lama banget, selalu statusnya ""menunggu data bus"" hampir stngah jam begitu terus. sekalinya muncul ""data bus"", eh tidak ada bus yang ke detect wajah menangis keras wajah menangis keras tolong diperbaiki dong sistemnya bu/pak melipat tangan warna kulit cerah",0
sangat membantu sekali bagi perantau,1
sangat terbantu,1
menyenangkan sekali.,1
ok,1
pelayanan sangat baik dan nyaman. transportasi ternyaman dengan biaya terjangkau.,1
apik,1
sangat membantu,1
mantap,1
wah aplikasinya luar biasa mewah sekali bagus keren.aplikasi lain pokoknya lewat semua.,1
nice!,1
sangat bagus karena dapat membantu memberi tahu live traking bus trasjakarta akan tetapi harus di perbaiki loadingnya disaat akan mengaksesnya,1
susah banget buat upgrade member akun basic,0
bagus,1
semua mudah dengan kai akses wajah tersenyum dengan 3 hati,1
mantap pol,1
mantap,1
sekarang lebih mudah cara beli tiket .setelah pakai akses by kai .,1
sejak update baru. ada notifikasi waktu tunggu. wasting time banget kalau cuma buat mengecek jadwal. harus menunggu ber menit2. tidak boleh keluar aplikasi. dan setelah menunggu malah error blank screen. mohon kembalikan ke settingan dahulu. terimakasih,0
tolong sebelum keberangkatan kereta seharusnya di cek kembali untuk para penumpang sudah sesuai tempat duduk yang di pesannya atau tidak. tanggal 03/05/2025 saudara perempuan saya berangkat dari stasiun pwt ke semoga poncol pada jam 14:40 menggunakan kereta kamandaka ekonomi 1/9a tidak bisa menempati kursi yang telah di pesannya karena sudah ditempati oleh penumpang yang tidak seharusnya duduk di kursi tersebut dan bersikeras tidak mau pindah walau sudah saudara saya ingatkan.,0
bagus,1
dihilangkannya jak.33 adalah keputusan terburuk yang dibuat oleh pt. transjakarta,0
tidak jelas susah bikin akun,0
mau upgrade saja dipersulit. otp tidak bisa masuk. sekalinya masuk aplikasi nya ngestuck padahal sudah dipencet selanjutnya. definisi menyusahkan mau naik kereta saja,0
"aplikasi bagus banget memudahkan untuk mengecek rute dan jadwal bus, top",1
"pada saat pengriman otp tidak bisa, tidak ada sms sama sekali, tolong benerin lagi tim develope nya.",0
gila ubah jadwal kena admin gede benar terus pas pembatalan tiket dana dikembalikan 7 hari kerja sudah begitu potonganya gede benar 25% sudah begitu menunggu lama 7 hari respon live chat tidak bantu masalah sma sekali malah dibikin ribet harusnya kalau pesan online pembatalan juga online ini mesti datang ke stasiun sudah begitu syarat ribet sangat tidak rekomen bukanya dipermudah serba online ini malah dipersulit,0
jangan jos,1
tidak bisa registrasi sama sekali. ribet,0
sudah komplit sekarang,1
"aplikasi transjakarta terbaru adalah perubahan besar (game-changer) dalam pengalaman menggunakan transportasi publik di jakarta! sebagai pengguna setia transjakarta, saya merasa aplikasi ini benar-benar didesain untuk memudahkan perjalanan harian. ini adalah aplikasi yang wajib dimiliki bagi setiap warga jakarta maupun pendatang.",1
gud,1
ok,1
alhamdulillah terbantukan dengan aplikasi ini,1
"aplikasinya sangat berguna untuk bepergian,harganya juga terjangkau.",1
baik,0
aplikasi nya error saya sudah membayar tiket tapi tidak ada tiket nya malah dapat notifikasi pembelian gagal padahal dana saya sudah terpotong,0
ok bagus sekali,1
baik,1
"produk itu skala nasional tapi kok receh banget, error message sampai switch user tidak ada. contre kaya contre ku",0
bagus,1
"aplikasi cacat, lokasi tidak akurat terus sebagian tidak terdeteksi busway/jaklingkonya",0
